station_id,station_name,latitude,longitude,data_start,data_end,country_id
44298,Choir,46.45,108.2167,1956-08-20,2024-04-21,95
44292,Ulaan-Baator,47.9167,106.8667,1956-08-20,2024-02-12,95
59948,Yaxian,18.2333,109.5167,1956-08-20,2024-04-17,29
51087,Fuyun,46.9833,89.5167,1956-08-20,2024-04-22,29
44358,Zamyn-Uud,43.7333,111.9,1956-08-20,2024-04-21,95
44294,Maanti,47.3,107.4833,1956-09-02,2024-04-21,95
44241,Baruunkharaa,48.9167,106.0667,1956-09-07,2024-04-21,95
44259,Choibalsan,48.0833,114.55,1956-09-07,2024-03-25,95
44231,Muren,49.5667,100.1667,1956-09-08,2024-03-25,95
44239,Bulgan,48.8,103.55,1956-09-08,2024-04-20,95
44304,Underkhaan,47.3167,110.6333,1956-09-08,2024-03-25,95
44282,Tsetserleg,47.45,101.4667,1956-09-13,2024-04-21,95
44277,Altai,46.4,96.25,1956-09-15,2024-04-21,95
44341,Mandalgovi,45.7667,106.2833,1956-10-16,2024-04-21,95
44272,Uliastai,47.75,96.85,1956-10-19,2024-04-21,95
44354,Sainshand,44.9,110.1167,1956-10-20,2024-03-19,95
48887,Phan Thiet,10.933300000000001,108.1,1956-11-08,2024-04-21,154
44352,Bayandelger,45.7333,112.3667,1956-11-18,2024-04-21,95
67237,Nampula,-15.1,39.2833,1956-12-01,2024-04-14,97
44373,Dalanzadgad,43.5833,104.4167,1956-12-06,2024-03-25,95
48877,Nha Trang,12.25,109.2,1957-01-01,2024-04-21,154
63980,Seychelles International Airport,-4.6667,55.5167,1957-01-01,2024-04-17,124
63971,Mtwara,-10.2667,40.1833,1957-01-01,2024-04-17,138
63962,Songea,-10.683300000000001,35.5833,1957-01-01,2024-04-17,138
63894,Dar Es Salaam Airport,-6.8667,39.2,1957-01-01,2024-04-17,138
63870,Zanzibar / Kisauni,-6.2167,39.2167,1957-01-01,2024-04-17,138
58040,Ganyu,34.8333,119.1333,1957-01-01,2024-04-12,29
54539,Leting,39.4333,118.9,1957-01-01,2024-04-17,29
63740,Nairobi ACC/FIC/RCC/MET/COM/,-1.3167,36.9333,1957-01-01,2024-04-17,72
63820,Mombasa,-4.0333,39.6167,1957-01-01,2024-04-17,72
51765,Tikanlik,40.6333,87.7,1957-01-01,2024-04-13,29
80342,Pasto / Antonio Narin,1.4167,-77.2667,1957-01-01,2024-12-30,30
52495,Bayan Mod,40.75,104.5,1957-01-01,2024-04-17,29
52754,Gangca,37.3333,100.1333,1957-01-01,2024-04-17,29
01317,Bergen / Florida,60.3833,5.3333,1957-01-01,2024-04-19,107
50434,Tulihe,50.45,121.7,1957-01-01,2024-04-22,29
71093,Cape Hooper,68.47,-66.8,1957-01-01,2024-12-30,24
63862,Dodoma,-6.1667,35.7667,1957-01-01,2024-04-17,138
56080,Hezuo,35.0,102.9,1957-01-01,2024-04-17,29
71896,Prince George,53.88,-122.68,1957-01-01,2024-12-30,24
63612,Lodwar,3.1167,35.6167,1957-01-01,2024-04-17,72
48855,Da Nang,16.0333,108.1833,1957-01-01,2024-04-21,154
63624,Mandera,3.9333,41.8667,1957-01-01,2024-04-07,72
63661,Kitale,1.0167,35.0,1957-01-01,2024-04-17,72
63686,Eldoret,0.5333,35.2833,1957-01-01,2024-04-17,72
D5433,Weiskirchen/Saar,49.5534,6.812,1957-01-01,2024-04-21,53
60490,Oran / Es Senia,35.6333,-0.6000000000000001,1957-01-01,2024-04-16,2
63741,Nairobi / Dagoretti,-1.3,36.75,1957-01-01,2024-04-17,72
60745,Gafsa,34.4167,8.8167,1957-01-02,2024-04-17,142
71877,Calgary International Airport,51.12,-114.01,1957-01-02,2024-04-18,24
42103,Ambala,30.3833,76.7667,1957-01-03,2024-04-21,61
48870,Quy Nhon,13.7667,109.2167,1957-01-04,2024-04-21,154
60155,Casablanca,33.5667,-7.6667,1957-01-04,2024-04-17,96
71051,Sachs Harbour,72.0,-125.2667,1957-01-06,2024-12-29,24
71923,Ennadai Lake,61.13,-100.88,1957-01-06,2024-12-30,24
71892,Vancouver International Airport,49.19,-123.18,1957-01-06,2024-12-30,24
71874,"Lethbridge, Alta.",49.6333,-112.8,1957-01-06,2024-12-29,24
60735,Kairouan,35.6667,10.1,1957-01-07,2024-04-17,142
71950,Smithers,54.83,-127.18,1957-01-07,2024-12-30,24
60150,Meknes,33.8833,-5.5333,1957-01-07,2024-04-17,96
62435,Kharga,25.45,30.5333,1957-01-07,2024-04-17,42
62387,Minya,28.0833,30.7333,1957-01-08,2024-04-17,42
60571,Bechar,31.6167,-2.2333,1957-01-09,2024-04-17,2
62414,Asswan,23.9667,32.7833,1957-01-12,2024-04-17,42
60030,Gran Canaria - Canary Islands,27.9333,-15.3833,1957-01-20,2024-04-17,131
D4300,Rottweil,48.181400000000004,8.6356,1957-02-01,2024-04-21,53
38178,Ak-Bajtal,43.15,64.3333,1957-02-03,2024-04-21,151
47069,Haeju,38.0333,125.7,1957-02-03,2024-02-29,106
47055,Wonsan,39.1833,127.4333,1957-02-03,2024-02-29,106
47035,Sinuiju,40.1,124.3833,1957-02-03,2024-02-29,106
47025,Kimchaek,40.6667,129.2,1957-02-03,2024-02-29,106
47014,Chunggang,41.7833,126.8833,1957-02-03,2024-02-29,106
47016,Hyesan,41.4,128.1667,1957-02-03,2024-02-29,106
63450,Addis Ababa,8.9833,38.8,1957-02-13,2024-04-17,46
72304,Cape Hatteras,35.2667,-75.55,1957-03-01,2024-04-18,149
72540,Spickard,40.25,-93.7167,1957-03-17,2024-04-19,149
60430,Miliana,36.3,2.2333,1957-03-19,2024-04-17,2
60580,Ouargla,31.9167,5.4,1957-03-19,2024-04-17,2
44288,Arvaiheer,46.2667,102.7833,1957-03-24,2024-04-19,95
02963,Jokioinen,60.8167,23.5,1957-04-02,2024-04-19,48
44218,Hovd,48.0167,91.5667,1957-04-08,2024-04-21,95
48917,Phu Quoc,10.2167,103.9667,1957-04-15,2024-04-22,154
71020,Yohin,61.24,-123.74,1957-06-01,2024-04-15,24
86360,Salto,-31.3833,-57.95,1957-06-30,2024-04-17,150
87436,San Luis Aerodrome,-33.2667,-66.35,1957-06-30,2024-12-30,4
87596,Punta Indio B. A.,-35.3667,-57.2833,1957-06-30,2024-12-30,4
97686,Wamena / Wamena,-4.0667,138.95,1957-06-30,2024-04-19,62
87765,Bariloche Aerodrome,-41.15,-71.1667,1957-06-30,2024-12-30,4
87803,Esquel Aerodrome,-42.9333,-71.15,1957-06-30,2024-12-30,4
87938,Ushuaia Aerodrome,-54.8,-68.3167,1957-06-30,2024-12-29,4
86580,Carrasco,-34.8333,-56.0,1957-06-30,2024-07-04,150
40030,Hama,35.1167,36.75,1957-06-30,2024-02-24,136
97530,Manokwari / Rendani,-0.8833000000000001,134.05,1957-06-30,2024-04-19,62
97502,Sorong / Jefman,-0.9333,131.1167,1957-06-30,2024-04-19,62
87418,Mendoza Aerodrome,-32.8333,-68.7833,1957-06-30,2024-12-30,4
40001,Kamishli,37.05,41.2167,1957-06-30,2024-04-20,136
15730,Kurdjali,41.65,25.3667,1957-06-30,2024-04-20,20
61297,Sikasso,11.35,-5.6833,1957-07-01,2024-04-17,87
78720,Tegucigalpa,14.05,-87.2167,1957-07-01,2024-12-25,58
41640,Lahore City,31.55,74.3333,1957-07-01,2024-04-21,109
41530,Peshawar,34.0167,71.5833,1957-07-01,2024-04-21,109
41768,Chhor,25.5167,69.7833,1957-07-01,2024-04-21,109
41749,Nawabshah,26.25,68.3667,1957-07-01,2024-04-21,109
61272,Segou,13.4,-6.15,1957-07-01,2024-04-17,87
41715,Jacobabad,28.3,68.4667,1957-07-01,2024-04-21,109
61265,Mopti,14.5167,-4.1,1957-07-01,2024-04-17,87
61257,Kayes,14.433300000000001,-11.433300000000001,1957-07-01,2024-04-17,87
85672,Chillan,-36.5667,-72.0333,1957-07-01,2024-12-28,28
61096,Maine-Soroa,13.2333,11.9833,1957-07-01,2024-04-16,104
61024,Agadez,16.9667,7.9833,1957-07-01,2024-04-17,104
16400,Ustica,38.7,13.1833,1957-07-01,2024-04-20,67
41712,Dal Bandin,28.8833,64.4,1957-07-01,2024-04-21,109
42348,Jaipur / Sanganer,26.8167,75.8,1957-07-01,2024-04-21,61
17026,Sinop,42.0333,35.1667,1957-07-01,2024-04-20,143
60318,Tetuan / Sania Ramel,35.5833,-5.3333,1957-07-01,2024-04-17,96
16420,Messina,38.2,15.55,1957-07-01,2024-04-20,67
43418,Trincomalee,8.5833,81.25,1957-07-01,2024-02-04,132
27369,Krasnye Baki,57.1333,45.1667,1957-07-01,2024-04-20,119
86560,Colonia,-34.45,-57.8333,1957-07-01,2024-04-17,150
85488,La Serena,-29.9,-71.2,1957-07-01,2024-11-30,28
78708,La Mesa San Pedro Sula,15.45,-87.9333,1957-07-01,2024-12-29,58
41515,Drosh,35.5667,71.7833,1957-07-01,2024-04-21,109
40821,Yazd,31.9,54.4,1957-07-01,2024-04-21,63
87576,Ezeiza Aerodrome,-34.8167,-58.5333,1957-07-01,2024-12-30,4
85406,Arica,-18.3333,-70.3333,1957-07-01,2024-12-30,28
97630,Fak-Fak / Torea,-2.8833,132.25,1957-07-03,2024-04-18,62
35532,Mugodzarskaja,48.6333,58.5,1957-07-03,2024-04-21,71
31123,Cjul'Bju,57.7667,130.9,1957-07-03,2024-04-20,119
59981,Xisha Dao,16.8333,112.3333,1957-07-04,2024-04-17,29
17022,Zonguldak,41.45,31.8,1957-07-04,2024-03-13,143
86530,Durazno,-33.35,-56.5,1957-07-05,2024-12-30,150
60445,Setif,36.1833,5.4167,1957-07-08,2024-04-17,2
20967,Sejaha,70.1667,72.5167,1957-07-09,2024-04-20,119
44212,Ulaan-Gom,49.9833,92.0833,1957-07-18,2024-04-21,95
38613,Dzhalal-Abad,40.9167,72.95,1957-07-19,2024-04-21,75
96839,Semarang / Ahmadyani,-6.9833,110.3833,1957-08-19,2024-04-11,62
96249,Tanjungpandan / Buluh Tumbang,-2.75,107.75,1957-08-19,2024-04-19,62
97760,Kaimana / Utarom,-3.6667,133.75,1957-08-21,2024-04-19,62
48914,Ca Mau,9.1667,105.1667,1957-08-31,2024-04-22,154
87774,Maquinchao,-41.25,-68.7333,1957-09-01,2024-12-30,4
85629,Curico,-34.9667,-71.2333,1957-09-08,2024-12-29,28
97372,Kupang / El Tari,-10.1667,123.6667,1957-09-16,2024-04-19,62
71798,Esquimalt Harbour,48.43,-123.44,1957-10-01,2024-04-18,24
71091,Longstaff Bluff,68.9,-75.14,1957-11-06,2024-12-29,24
71719,Miscou Island,48.01,-64.49,1957-11-15,2024-04-18,24
71148,Pilot Mound,49.19,-98.9,1957-12-01,2024-04-17,24
20046,Polargmo Im. E. T. Krenkelja,80.6167,58.05,1957-12-02,2024-04-20,119
02875,Oulu,64.9333,25.3667,1957-12-10,2024-04-18,48
02869,Kuusamo,65.9667,29.1833,1957-12-10,2024-04-19,48
60355,Skikda,36.9333,6.95,1957-12-31,2024-04-17,2
47520,Shinjo,38.75,140.3167,1958-01-01,2024-04-21,69
D2618,Kleiner Inselsberg,50.8458,10.4803,1958-01-01,2024-04-21,53
10739,Stuttgart / Schnarrenberg,48.8333,9.2,1958-01-01,2024-04-21,53
27347,Ivanovo,56.95,40.9667,1958-01-01,2024-04-08,119
22762,Dvinskij Bereznik,62.8667,42.7167,1958-01-01,2024-04-19,119
40582,Kuwait International Airport,29.2167,47.9833,1958-01-01,2024-04-21,74
57290,Zhumadian,33.0,114.0167,1958-01-01,2024-04-17,29
D4169,Rheinau-Memprechtshofen,48.6703,7.9939,1958-01-01,2024-04-21,53
47440,Hiroo,42.3,143.3167,1958-01-01,2024-04-21,69
22271,Sojna,67.8833,44.1333,1958-01-01,2024-04-20,119
33036,Mozyr,51.95,29.1667,1958-01-01,2024-04-19,12
D5664,Wolfach,48.2953,8.2391,1958-01-01,2024-04-21,53
38847,Dangara / Sargazon,38.0667,69.2833,1958-01-01,2024-04-20,137
D3927,Pfullendorf,47.9344,9.2869,1958-01-01,2024-04-21,53
71092,Dewar Lakes,68.65,-71.17,1958-02-01,2024-10-27,24
40430,Madinah,24.55,39.7,1958-03-02,2024-04-21,121
44284,Gaiuut,46.7,100.1333,1958-03-23,2024-04-21,95
60475,Tebessa,35.4833,8.1333,1958-03-30,2024-04-17,2
97180,Ujung Pandang / Hasanuddin,-5.0667,119.55,1958-04-01,2024-04-19,62
16045,Udine / Rivolto,45.9833,13.0333,1958-04-14,2024-04-20,67
44285,Hujirt,46.9,102.7667,1958-04-16,2024-04-21,95
85196,Concepcion,-16.15,-62.0167,1958-05-01,2024-12-27,15
85268,Robore,-18.3167,-59.7667,1958-05-01,2024-12-30,15
85289,Puerto Suarez,-18.9833,-57.8167,1958-05-01,2024-12-27,15
85242,Oruro,-17.9667,-67.0667,1958-05-01,2024-12-29,15
85247,San Jose De Chiquitos,-17.8,-60.7333,1958-05-01,2024-12-27,15
85245,Santa Cruz / El Trompillo,-17.8,-63.1833,1958-05-02,2024-12-30,15
16746,Souda Airport,35.4833,24.1167,1958-07-01,2024-04-18,55
60555,Touggourt,33.1167,6.1333,1958-08-19,2024-04-17,2
72323,Huntsville International  Jones Field,34.65,-86.7833,1958-09-01,2024-12-30,149
60611,In Amenas,28.05,9.6333,1958-10-01,2024-04-17,2
96035,Medan / Polonia,3.5667,98.6833,1958-10-01,2024-04-19,62
43360,Madurai,9.8333,78.0833,1958-10-17,2024-04-15,61
38051,Karak / Shalqasqaat,44.8833,63.1667,1959-01-01,2024-04-20,71
97340,Waingapu / Mau Hau,-9.6667,120.3333,1959-01-01,2024-04-19,62
34737,Kuscevskaja,46.5333,39.6167,1959-01-01,2024-04-15,119
22559,Holmogory,64.2167,41.6667,1959-01-01,2024-04-20,119
47929,Kumejima,26.3333,126.8,1959-01-01,2024-04-21,69
02981,Uto,59.7833,21.3833,1959-01-01,2024-04-19,48
34625,Matveev Kurgan,47.5667,38.8833,1959-01-01,2024-03-10,119
31137,Toko,56.2833,131.1333,1959-01-01,2024-04-20,119
33881,Leovo / Leova,46.4833,28.2833,1959-01-01,2024-04-20,94
33663,Mohyliv-Podil's'Kyi,48.45,27.7833,1959-01-01,2024-04-20,146
31054,Ust'- Judoma,59.1833,135.15,1959-01-01,2024-04-20,119
37541,Muhrani,41.9333,44.5833,1959-01-01,2024-04-21,52
96805,Cilacap,-7.7333,109.0167,1959-01-01,2024-04-19,62
37531,Gori,41.9833,44.1167,1959-01-01,2024-04-21,52
33301,Rivne,50.5833,26.1333,1959-01-01,2024-04-20,146
34727,Ejsk,46.8,38.2667,1959-01-01,2024-03-27,119
37171,Adler,43.4333,39.9,1959-01-01,2024-04-21,119
34003,Ponyri,52.3167,36.3,1959-01-01,2024-04-21,119
34069,Atkarsk,51.8667,45.0333,1959-01-01,2024-04-13,119
02958,Lappeenranta,61.0333,28.1333,1959-01-01,2024-04-19,48
71446,Swift Current CDA,50.27,-107.73,1959-01-01,2024-12-28,24
02978,Helsinki Kaisaniemi / Harju,60.1833,24.95,1959-01-01,2024-04-18,48
38806,Byrdalyk,38.4667,64.3667,1959-01-01,2024-03-21,144
33177,Volodymyr-Volyns'Kyi,50.8333,24.3167,1959-01-01,2024-04-20,146
34254,Novoannenskij,50.5333,42.6833,1959-01-01,2024-04-18,119
37001,Anapa,44.8833,37.2833,1959-01-01,2024-01-11,119
96109,Pakanbaru / Simpangtiga,0.4667,101.45,1959-01-01,2024-04-19,62
30252,Ust’-Bisyaga / Mamakan,57.8167,114.0167,1959-01-01,2024-04-20,119
26531,Birzai,56.2,24.7667,1959-01-01,2024-04-20,81
22778,Verhnjaja Tojma,62.2333,45.0167,1959-01-01,2024-04-20,119
26615,Taurage / Taurag?,55.2569,22.2947,1959-01-01,2024-04-14,81
26621,Raseiniai,55.3833,23.1167,1959-01-01,2024-04-14,81
02768,Heinola Plaani / Lakeasuo,61.2167,26.05,1959-01-01,2024-04-19,48
26633,Utena,55.5333,25.6,1959-01-01,2024-04-20,81
02778,Punkaharju / Putikko,60.6467,23.8058,1959-01-01,2024-04-19,48
96237,Pangkalpinang / Pangkalpinang,-2.1667,106.1333,1959-01-01,2024-04-19,62
26713,Kybartai,54.6333,22.7833,1959-01-01,2024-04-14,81
26737,Varena,54.25,24.55,1959-01-01,2024-04-14,81
02788,Maaninka Halola / Haatala,63.15,27.3167,1959-01-01,2024-04-19,48
27164,Kologriv,58.8167,44.3167,1959-01-01,2024-01-31,119
27277,Vetluga,57.85,45.7667,1959-01-01,2024-04-20,119
02803,Ruukki Revonlahti,64.6833,25.1,1959-01-01,2024-04-19,48
27511,Novo-Jerusalim,55.9,36.8167,1959-01-01,2024-04-09,119
27523,Pavlovskij Posad,55.7667,38.6833,1959-01-01,2024-04-06,119
02823,Muonio,67.9667,23.6833,1959-01-01,2024-04-19,48
27611,Naro-Fominsk,55.3833,36.7,1959-01-01,2024-04-20,119
27627,Kasira,54.8333,38.15,1959-01-01,2024-04-20,119
26529,Panevezys,55.75,24.3833,1959-01-01,2024-04-14,81
27643,Vyksa,55.3333,42.1167,1959-01-01,2024-04-20,119
26518,Laukuva,55.6167,22.2333,1959-01-01,2024-04-20,81
26436,Zilani,56.5167,25.9167,1959-01-01,2024-04-20,77
22913,Lodejnoe Pole,60.7167,33.55,1959-01-01,2024-04-20,119
22917,Novaja Ladoga,60.1167,32.3167,1959-01-01,2024-04-20,119
22925,Vinnicy,60.6333,34.7833,1959-01-01,2024-04-18,119
23975,Sym,60.35,88.3667,1959-01-01,2024-04-20,119
87544,Pehuajo Aerodrome,-35.8667,-61.9,1959-01-01,2024-12-30,4
24671,Tompo,63.95,135.8667,1959-01-01,2024-04-20,119
26069,Belogorka,59.35,30.1333,1959-01-01,2024-04-20,119
26072,Petrokrepost,59.9333,31.0,1959-01-01,2024-04-20,119
26099,Efimovskaja,59.5,34.7,1959-01-01,2024-04-20,119
26124,Nigula,58.95,23.8167,1959-01-01,2024-04-20,45
26247,Valga,57.7833,26.0333,1959-01-01,2024-04-20,45
26264,Strugi Krasnye,58.2667,29.1,1959-01-01,2024-04-09,119
26324,Mersrags,57.35,23.1167,1959-01-01,2024-04-20,77
26326,Skulte,57.3167,24.4167,1959-01-01,2024-04-20,77
26346,Aluksne,57.4333,27.0333,1959-01-01,2024-04-20,77
26359,Puskinskie Gory,57.0167,28.9,1959-01-01,2024-04-20,119
26381,Demjansk,57.65,32.4667,1959-01-01,2024-04-07,119
26425,Jelgava,56.65,23.7333,1959-01-01,2024-04-20,77
26429,Bauska,56.4,24.2167,1959-01-01,2024-04-20,77
26502,Palanga,55.9667,21.1,1959-01-01,2024-02-26,81
02828,Piikkio Yltoinen / Yltöinen,60.3833,22.55,1959-01-01,2024-04-19,48
26603,Nida,55.3167,21.0167,1959-01-01,2024-04-14,81
29274,Strelka,58.0833,93.0,1959-01-01,2024-04-19,119
42181,New Delhi / Palam,28.5667,77.1167,1959-01-01,2024-03-25,61
29068,Nazimovo,59.5,91.0167,1959-01-01,2024-04-20,119
02829,Hyvinkaa Mutila / Hyvinkäänkylä,60.6,24.8,1959-01-01,2024-04-19,48
02833,Ylistaro Pelma / Pelmaa,62.9333,22.4833,1959-01-01,2024-04-19,48
02942,Niinisalo,61.85,22.4667,1959-01-01,2024-02-29,48
68116,Gobabis,-22.4667,18.9667,1959-01-01,2024-04-15,99
22656,Emeck,63.4833,41.8,1959-01-02,2024-04-20,119
33748,Kornesty,47.3333,28.0833,1959-01-02,2024-04-20,94
26503,Rucava,56.1619,21.1733,1959-01-02,2024-04-20,77
26128,Virtsu,58.5667,23.5167,1959-01-02,2024-04-20,45
26226,Kihnu,58.1,23.9667,1959-01-02,2024-04-20,45
97810,Tual / Dumatubun,-5.6833,132.75,1959-01-02,2024-04-19,62
27316,Kasin,57.35,37.5833,1959-01-02,2024-04-06,119
27921,Efremov,53.15,38.1167,1959-01-02,2024-04-03,119
96145,Tarempa,3.2,106.25,1959-01-02,2024-04-19,62
22619,Padany,63.2667,33.4167,1959-01-02,2024-04-20,119
22573,Lesukonskoe,64.9,45.7667,1959-01-03,2024-04-18,119
26238,Rujiena,57.9,25.3833,1959-01-03,2024-04-20,77
22695,Koslan,63.45,48.9,1959-01-03,2024-04-20,119
22365,Abramovskij Majak,66.3833,43.25,1959-01-03,2024-04-19,119
28541,Verhnij Ufalej,56.0833,60.3,1959-01-04,2024-04-20,119
44214,Uigi,48.9333,89.9333,1959-01-04,2024-03-25,95
34691,Novyj Ushtogan,47.9,48.8,1959-01-04,2024-04-21,71
27983,Syzran,53.1833,48.4,1959-01-06,2024-04-17,119
34213,Novyj Oskol,50.75,37.8667,1959-01-07,2024-04-18,119
27539,Gus'- Hrustal'Nyj,55.6,40.65,1959-01-08,2024-03-27,119
37085,Kocubej,44.4,46.55,1959-01-08,2024-03-27,119
27848,Morsansk,53.45,41.8,1959-01-11,2024-04-20,119
60040,Lanzarote / Aeropuerto,28.95,-13.6,1959-01-13,2024-04-17,131
60035,Fuerteventura / Aeropuerto,28.45,-13.8667,1959-01-13,2024-04-17,131
27776,Surskoe,54.4833,46.7,1959-01-31,2024-04-09,119
26894,Zukovka,53.5333,33.75,1959-01-31,2024-04-20,119
D0073,Aldersbach-Kriestorf,48.6159,13.0506,1959-03-01,2024-04-21,53
97048,Gorontalo / Jalaluddin,0.5167,123.0667,1959-03-01,2024-04-19,62
D6159,Dörpen,52.9542,7.3196,1959-03-01,2024-04-21,53
97146,Kendari / Woltermon-Ginsidi,-4.1,122.4333,1959-03-20,2024-04-19,62
27707,Suhinici,54.1,35.35,1959-03-27,2024-04-20,119
96073,Sibolga / Pinangsori,1.55,98.8833,1959-04-01,2024-04-19,62
48808,Cao Bang,22.6667,106.25,1959-05-09,2024-04-21,154
27752,Temnikov,54.6333,43.2333,1959-05-18,2024-04-20,119
27507,Gagarin,55.5167,35.0333,1959-05-27,2024-04-13,119
43361,Tondi,9.7333,79.0333,1959-06-15,2024-04-04,61
27697,Tetjusi,54.95,48.8167,1959-07-01,2024-04-08,119
28522,Askino,56.0833,56.5833,1959-07-01,2024-04-20,119
26600,Silute,55.35,21.4667,1959-07-01,2024-02-26,81
28705,Celno-Versiny,54.4167,51.1,1959-07-01,2024-04-20,119
35127,Ak-Bulak,51.0167,55.6333,1959-07-01,2024-04-21,119
37126,Musht / Shadzhatmaz,43.7333,42.6667,1959-07-01,2024-04-21,119
35001,Bol'Saja Gluscica,52.3833,50.4667,1959-07-01,2024-04-21,119
26424,Dobele,56.6167,23.3167,1959-07-01,2024-04-04,77
22648,Turcasovo,63.1167,39.2333,1959-07-01,2024-04-20,119
38551,Dzangeldy,40.85,63.3333,1959-07-01,2024-03-21,151
22551,Mud'Jug,64.85,40.2833,1959-07-01,2024-04-20,119
38427,Mashikuduk,41.05,65.2833,1959-07-01,2024-03-02,151
34373,Pallasovka,50.05,46.8833,1959-07-01,2024-03-27,119
27606,Malojaroslavec,55.0167,36.4833,1959-07-01,2024-04-20,119
27577,Sergac,55.5333,45.5,1959-07-01,2024-04-20,119
27491,Novyj Tor'Jal,57.0,48.7333,1959-07-01,2024-04-20,119
27321,Uglic,57.5,38.3,1959-07-01,2024-03-27,119
38818,Akrabat,38.25,66.8333,1959-07-01,2024-04-19,151
34445,Bokovskaja,49.2167,41.8333,1959-07-01,2024-03-27,119
38816,Minchukur,38.65,66.9333,1959-07-01,2024-04-15,151
33679,Kamenka / Camenca,48.0333,28.7,1959-07-01,2024-04-18,94
26887,Kostjvkovici,53.35,32.0667,1959-07-01,2024-04-19,12
26864,Klicev,53.5,29.3333,1959-07-01,2024-04-19,12
34063,Petrovsk,52.2833,45.4,1959-07-01,2024-04-18,119
34083,Hvalynsk,52.5,48.0833,1959-07-01,2024-04-21,119
27835,Rjazsk,53.7167,40.1167,1959-07-01,2024-03-27,119
34267,Danilovka,50.3667,44.1167,1959-07-01,2024-03-27,119
34344,Kazanskaja,49.8,41.15,1959-07-01,2024-03-27,119
34109,Obojan,51.2,36.3167,1959-07-01,2024-04-21,119
26645,Lyntupy,55.05,26.3167,1959-07-01,2024-04-14,12
34146,Borisoglebsk,51.3667,42.0833,1959-07-01,2024-04-21,119
34247,Kalac,50.4167,41.05,1959-07-01,2024-01-13,119
28502,Vjatskie Poljany,56.2,51.1,1959-07-09,2024-04-20,119
71411,Western Head,43.99,-64.66,1959-08-17,2024-04-17,24
38023,Karakapalkija,44.85,56.3333,1959-09-10,2024-04-21,151
71097,Brevoort Island,63.34,-64.15,1959-11-01,2024-12-27,24
96179,Singkep / Dabo,-0.4833,104.5833,1959-11-01,2024-04-19,62
58666,Dachen Dao,28.45,121.8833,1959-11-13,2024-04-12,29
97072,Palu / Mutiara,-0.6833,119.7333,1959-12-01,2024-04-19,62
38403,Buzaubaj,41.75,62.4667,1960-01-01,2024-04-21,151
87155,Resistencia Aero.,-27.45,-59.05,1960-01-01,2024-12-28,4
87178,Posadas Aero.,-27.3667,-55.9667,1960-01-02,2024-12-29,4
44305,Baruun-Urt,46.6833,113.2833,1960-01-05,2024-04-21,95
61293,Koutiala,12.3833,-5.4667,1960-03-01,2024-04-17,87
61043,Tahoua,14.9,5.25,1960-03-01,2024-04-17,104
61296,Bougouni,11.4167,-7.5,1960-03-04,2024-04-17,87
61270,Kita,13.0667,-9.4667,1960-03-05,2024-04-17,87
61277,San,13.3333,-4.8333,1960-03-05,2024-04-17,87
61230,Nioro Du Sahel,15.2333,-9.35,1960-03-05,2024-04-17,87
61285,Kenieba,12.85,-11.2333,1960-03-05,2024-04-17,87
66160,Luanda,-8.85,13.2333,1960-04-01,2024-04-17,3
72403,Dulles International Airport,38.9333,-77.45,1960-04-01,2024-12-30,149
42056,Jammu,32.6667,74.8333,1960-04-11,2024-04-21,61
74756,Gainesville / Brittany Estates Mobile Home Park,29.6901,-82.2718,1960-05-17,2024-12-30,149
08048,Orense,42.3333,-7.8667,1960-08-01,2024-04-19,131
35037,Ak'Jar,51.8667,58.1833,1960-08-16,2024-04-21,119
68322,Twee Riviere,-26.4667,20.6167,1960-09-01,2024-12-20,129
26298,Bologoe,57.9,34.05,1960-10-23,2024-04-20,119
78583,Belize / Phillip Goldston Intl. Airport,17.5333,-88.3,1960-11-07,2024-12-30,13
38606,Kokand,40.55,70.95,1960-12-16,2024-04-21,151
06193,Hammer Odde,55.3,14.7833,1960-12-31,2024-04-19,39
D5731,Wutöschingen-Ofteringen,47.6783,8.3801,1961-01-01,2024-04-21,53
76840,"Arriaga, Chis.",16.2333,-93.9,1961-01-01,2024-12-28,92
47936,Naha,26.2,127.6833,1961-01-01,2024-03-12,69
47600,Wajima,37.3833,136.9,1961-01-01,2024-02-12,69
78073,Nassau Airport,25.05,-77.4667,1961-01-01,2024-12-29,9
15085,Bistrita,47.1333,24.5,1961-01-01,2024-04-20,118
87270,Reconquista Aerodrome,-29.1833,-59.7,1961-01-01,2024-12-26,4
15292,Caransebes,45.4167,22.25,1961-01-01,2024-04-20,118
38744,Markansu,39.3,73.3333,1961-01-01,2024-03-24,119
43377,Kanniyakumari,8.0833,77.5,1961-01-01,2024-04-21,61
61988,Rodrigues,-19.6833,63.4167,1961-01-01,2024-04-17,91
D2700,Kösching,48.8302,11.4872,1961-01-01,2024-04-21,53
80259,Cali / Alfonso Bonillaaragon,3.55,-76.3833,1961-01-01,2024-12-29,30
15450,Craiova,44.2333,23.8667,1961-01-01,2024-04-20,118
D4763,Sontra,51.0607,9.9266,1961-01-01,2024-04-21,53
61995,Vacoas Mauritius,-20.3,57.5,1961-01-01,2024-04-17,91
D0400,Berlin-Buch,52.6309,13.5022,1961-01-01,2024-04-21,53
10947,Memmingen,47.9833,10.2333,1961-01-01,2024-04-21,53
D0078,Alfhausen,52.4853,7.9126,1961-01-01,2024-04-21,53
